"V1","V2","V3","V4","V5"
0.00548309153271642,-0.000416397514885425,0.0111291893478054,0.00765940025720102,0.000945603335591905
-0.0100800171353237,-0.00254243764428708,-0.00692440017061102,0.00574876613343012,-0.0211747296999087
0.0068180272641527,0.00346645627735853,-0.00443654012000305,0.00793534764345871,-0.00187885306014213
0.0127252308092398,0.00518325207023818,0.02732112750427,-0.0148028193774756,-0.00658207602601824
-0.0124113963697061,-0.00718831743919957,-0.0170305562116404,-0.00954391094377627,-0.0215040533147031
-0.0125217254995169,-0.0019171504851343,0.00266910437810353,-0.0140596870899063,-0.00511539326046861
-0.00891536860690678,-0.00138492816669444,-0.0166817550518834,-0.0026682663319475,0.022902603368121
0.0135386846743266,0.00325907854348095,-0.0113706225938319,-0.00107912958053813,0.0101073296231018
-0.000511636096232948,-0.00200505008917684,0.00947827602970897,0.00286269927326011,0.00546982659863726
-0.0168939904228935,-0.00762815165864872,-0.0322214904344609,-0.0266505217068751,-0.0105831035961064
-0.00746782785722733,-0.00517561411255762,-0.0367611720181626,-0.00412557711198325,0.000436342613233442
0.00320268704122473,0.00564878020940451,0.00797180602282754,0.0176174074284416,-0.00856492404165454
0.00396106809067298,0.0018825091070731,-0.00844960925323335,-0.00869516735095388,-0.00077558206591366
0.000386620948975569,0.000390964066808941,0.00648571301374634,0.00433695956137381,0.00735503432532525
0.00315544763196485,-0.00336531651624838,-0.0154262955664031,-0.0176499541657309,-0.0247709222636772
-0.00994252165270648,0.000234666478370116,-0.00053125617955363,-0.00665964987733947,-0.0061382711532092
0.0123150617775893,0.00396076373761289,0.0268349529020897,-0.00175088684753799,0.025336479721255
-0.0072653538716807,-0.00163717088898618,-0.00388462920600929,-0.00834677093898417,-0.0088615042377409
-0.000972579963751663,0.00174337324795992,-0.0206684041917677,0.000199782188054165,0.00976769235382502
0.00618162737651584,-0.00372377053164996,0.00838678242996327,-0.000609401135887033,0.0145569188852166
0.00746578991602131,0.0048654358199709,-0.00223659524786068,0.00720255223929023,0.00206842991858736
0.0138537662036038,-0.00101632791400252,-0.0173774941536218,-0.0111622102105464,0.0161738519596835
-0.000115715272288597,0.0045176333501189,-0.00716145565308146,-0.00215163844929833,0.0113651772990702
0.00139380470381223,0.00314812481193982,0.0230531421422411,0.0249245920248748,0.00494783669300247
-0.00120966756862284,-0.00207235650168691,0.0100780777906451,0.00878104362966692,0.0227634378419221
-0.0121354011914363,-0.00382338255720338,-0.024018892829849,0.00574063651333301,-0.00787791188004583
-0.00922292488856868,0.00276644412396898,-0.0195605676411379,0.013097626017843,0.000285470804386456
0.0147167812397342,0.00459359192904252,-0.00716061625775311,0.00598975433489457,0.0147197809160575
-0.0127988657043616,-0.00221749478171418,-0.0105492304942558,-0.0150831077910079,-0.0143282243171923
-0.0054108710402696,0.00239144651981515,0.0157332719485641,0.00615067985985362,-0.00760602270324107
-0.00460387839907028,-0.000534225066306071,-0.0012864818985534,0.010965938290461,0.00437829670536161
0.00337921827985177,0.0023629973240995,0.00287759293664092,0.00572549175738413,-0.01395021831698
0.00172542795293662,0.00381229165135011,-0.0049658614460828,0.0124629313350466,-0.0132289393277416
