"A","AAL","ABBV","ABC","ABMD","ABT","ADM","AEE","AEP","AES","AFL","AIG","AIV","AIZ","AJG","ALB","ALGN","ALK","ALL","ALLE","ALXN","AMCR","AME","AMGN","AMP","AMT","ANTM","AON","AOS","APA","APD","ARE","ATO","AVB","AVY","AWK","AXP","BA","BAC","BAX","BDX","BEN","BIIB","BIO","BK","BKR","BLK","BLL","BMY","BSX","BXP","C","CAG","CAH","CAT","CB","CBOE","CBRE","CCI","CE","CERN","CF","CFG","CHD","CHRW","CI","CINF","CL","CLX","CMA","CME","CMI","CMS","CNC","CNP","COF","COG","COO","COP","COST","COTY","CPB","CPRT","CSX","CTAS","CVS","CVX","D","DAL","DD","DE","DFS","DGX","DHR","DLR","DOV","DRE","DTE","DUK","DVA"
-0.00344671870258839,-0.00957860149211687,-0.00417493035265615,0.0145204418635281,-0.00281952727693646,-0.000233153238112571,0.0110989803191583,0.0117827360360985,0.00819530206507935,0.0136912613243934,-0.00135271607669951,0.00346921934150046,0.0251541255065448,0.0165461089529488,0.00273247838462565,-0.0154195537625674,0.0105247842221141,-0.0168498713480014,-0.00231023136435837,-0.00108532844836873,0.00119054620771841,-0.0220019924467389,-0.00514153684408392,-0.00107433801397061,-0.00394055678106042,0.0195592723438747,0.0144768661900914,0.00604507960321587,-0.00560215840965839,-0.0204648853219722,-0.0180426369073734,0.0137085720279249,0.00368070499620732,0.0227580146585291,0.00765028905943232,-0.00282227932103929,-0.0155065148214204,0.00404877142703608,0,0.00402759545393572,0.0031717873228283,-0.00165957091582181,0.00703519432589061,-7.34956139680776e-05,-0.00375995179011568,-0.0285519825200118,0.00257839687217398,0.0117186187692218,0.0195014038276735,0.0105060407868911,0.0243391992380655,-0.00529469804198746,0.00072208133419327,0.0194794290963864,-0.0104974341755524,0.0100607738975063,-0.0140060479764985,0.0087617092161425,0.0202869677304438,0.0120247004648659,-0.00137652239482122,-0.031860270613,-0.00466204009166038,-0.00853788000064482,0.0268257943683476,-0.0165815633178097,0.00589151944131627,0.00447153349112028,0.0143441920719649,-0.0109210054746618,0.00786331133086371,-0.00982936798256429,0.00783203919392994,0.0141356338688592,0.00926184045822476,-0.0182603845153775,-0.00113770567293425,-0.00212558704244703,0.0110312655290299,0.00244142671680958,-0.000401010740464613,0.00367110848113272,0.00185662432327183,-0.0101327356157213,0.00158450433730373,0.00289858949279687,0.0085174504973331,0.00855963723988884,-0.00185121719647663,-0.00763964283110585,0.00576622905080182,-0.00227903198345158,0.000282416686556708,0.00185233362242476,0.00118004848066011,-0.0191635125988348,0.0133019287225324,0.0101830782674739,0.00713843561179139,0.00653177439079222
0.0044292219359594,0.0173701010147238,0.00017432586082089,-0.0154042560253025,0.00352323317730452,-0.00842290161543868,-0.024582371194656,0.00640991918542122,0.00373402081194607,-0.035128421177554,-0.0153455734323744,-0.0147856082649085,-0.0113780310923823,-0.0132402198298109,-0.0195395280776478,-0.0446762699861654,-0.00123238345592913,0.0142956414988191,-0.0112976506710281,-0.0265676052749786,-0.00449894786946459,0,-0.0229807465954028,-0.00920927915756131,-0.0345862793328608,-0.00355570023379226,-0.0247299643543721,-0.0152371528614292,-0.0199952925775153,-0.122012952265729,-0.0246549428743013,-0.00677520462705949,0.00318987608529397,-0.00749229059764112,-0.0117435756033499,-0.00433189962905445,-0.0281623660843504,-0.0160060263372506,-0.0215325547647951,0.00240836359156749,-0.0100216777008804,-0.025800598200945,-0.0102308523885579,-0.010111123784986,-0.0254339058010218,-0.0506973489474656,-0.0114437784081236,-0.00950195793600583,-0.0177125155938738,-0.00995033085316832,-0.000157321070158645,-0.0146565907218208,0.00527806677117226,-0.027584786976349,-0.0158803827227327,-0.018803905802292,-0.0101944530891096,-0.0439892324107056,-0.00841247645407517,-0.0264943657806969,-0.00795163810844546,-0.0903770634109198,-0.0156986271392383,-0.00472173665532472,-0.00489614414938178,-0.00773091831586736,-0.0137429120079409,-0.0133191068360796,-0.000472218611023756,-0.0115352836537275,-0.00493570665151211,-0.00461247522953734,0.00139214288409395,-0.0150446642344866,-0.0125512149713192,-0.0131874267333068,-0.0923550754111373,7.59441102697878e-05,-0.0442120290895156,-0.00929722338505634,-0.0313606610282702,-0.00173707295628089,-0.0184522411924779,-0.0465013568650794,-0.00453378467771959,-0.0122726097298909,-0.0403062563554739,0.00615301852940897,0.0073848224146551,-0.0222434694351517,-0.011302435445506,-0.0197797709621228,-0.01566287710222,-0.011717554637467,0.0092639361469633,-0.0213947774088048,-0.0142589411773368,-0.00451306338493307,0.00222890889724692,-0.0139862266920723
-0.0434033601735502,-0.0190995198163395,-0.00296730561694547,-0.0324528422792332,-0.0404313527904865,-0.0242580321980648,-0.0240422913233207,0.000684370029685244,-0.0115865666215829,-0.0252347477869255,-0.0171567220713968,-0.0242240845224129,-0.00573793404646494,-0.022723741447332,-0.0209621911376789,-0.0461649378892708,-0.0213454075726558,-0.0553395570935562,-0.0238407925098678,-0.0292594045976307,-0.0541367084188966,0,-0.0239212240717315,-0.0241541205834661,-0.032214865601242,-0.025249752091244,-0.0172759002731668,-0.0146822774449014,-0.0500877514506164,-0.0527564135785585,-0.0340993646737919,-0.0336592019688666,-0.00976099579651191,-0.00458789197405718,-0.0304846368256082,-0.00754217338365049,-0.00904418751816127,-0.0428260014628856,-0.036736163035807,-0.0167116284185926,-0.0165376605824115,-0.032628969914029,-0.033481231334175,-0.0211401648447573,-0.0255689098517897,-0.0262286795561493,-0.044689949600432,-0.0267842007856101,-0.0280901892118033,-0.0202027640068634,-0.0179213352041776,-0.0524278751562837,-0.0348177480168173,-0.0260116836865834,-0.0350375604318272,-0.0103423354094287,0.0063838089918109,-0.0575338395502927,-0.0251958752335488,-0.0431068930806449,0.00086738688561816,-0.0485946492111444,-0.0276737356871073,-0.0162704682593646,-0.00110890419905108,-0.0116737329172771,-0.0224967979445938,-0.0177747811341709,-0.011002608379802,-0.0204496912664629,-0.0158675942887934,-0.0169450296770712,0.00610316491858898,-0.0370584626032726,-0.0199673106633074,-0.0519462059175178,0.0343590613554383,-0.027973328834408,-0.0288577536268235,-0.0231757926185407,-0.0293892145430079,-0.0122818992981943,-0.0382387393071015,-0.0312592626430646,-0.0131497079426337,-0.0145464087653115,-0.0360790724236013,0.000583771890742213,-0.040243118452052,-0.0382800457026615,-0.00889487059956462,-0.0187949330832122,-0.022202252674588,-0.0260015699987961,-0.00286135678955723,-0.0144646057221602,-0.0286496581312341,-0.0109912214530885,-0.00922710096601431,-0.00795409956119375
-0.0105682143934254,-0.00197956283085921,-0.0276463552599031,-0.00580143854139425,0.0319547188134592,-0.0211662204689036,-0.00377295994341731,-0.00778382620378437,-0.0015435345430399,0.0143411362291719,-0.00877814465397275,-0.0150301263378387,-0.0191970886417827,-0.0122811708499118,-0.0106481383046497,-0.0189984054914261,0.0160903105524346,-0.0500206128242526,-0.00359990920593711,-0.0197140432305201,-0.0364419302250152,0,-0.0183750197808346,-0.0149492910630942,-0.0228052725830059,-0.0166286726689036,-0.0246684511474209,-0.0176549837175797,-0.036228976924694,0.00273274274822377,-0.0051956834284379,-0.0138109771302446,0.00112505617345615,-0.0178972349324242,0.00959530777952677,0.0038620753499421,-0.00329475131409218,-0.0229665854818055,-0.0195446873805865,-0.0161669671740619,-0.0151276987999696,-0.0124040286534797,-0.0121149691600424,-0.011276386154325,-0.0184027009454408,-0.0223553652323294,-0.0255023693010301,-0.00827756920971057,-0.0257536346501634,-0.0119761343573717,-0.0284040457395527,-0.030528832012612,0.0049429209306866,-0.0135025510105447,-0.0102176611522991,-0.0146252600173229,-0.00494397177654271,-0.0113288476775684,-0.014103379120904,-0.00401255986598059,0.018383977532479,-0.00941749380245716,-0.0318142852956251,0.0120143814291596,0.000475262196490966,-0.0187787089799247,-0.00520869500590981,-0.00732736289715863,0.00428882726712754,-0.0175378356754545,-0.0149640040482319,-0.0135099385168749,-0.00166111936110669,-0.0161754240353971,-0.00224336397381197,-0.0131469335931982,0.0367122490872078,0.00584426535342342,-0.0176306896446929,-0.0176592512623381,-0.00170571703515998,0.00569037913216386,-0.0161134228398701,-0.00594465793845034,-0.0262388656348769,-0.00660488936904358,-0.0107785078322644,0.0146349159938541,-0.00833256334216781,-0.00774900272230727,-0.0165379507000125,-0.0125285503080264,-0.00517798517079271,0.000565231590631488,0.00338082200657297,-0.00860737464337724,-0.0214095299859047,-0.00432822082063833,-0.00224959369856492,0.000739079043628799
-0.016987466451198,0.017434443248443,-0.0323226066281546,-0.0406265984856837,0.00495340079972273,0.00147425344744123,-0.00671065479774313,0.000229712149164563,0.00871573356369426,-0.0110133209778875,0.00650339862857452,0.00416905600930839,0.00635532223066404,0.0173326536945444,-0.0168509756281692,-0.019989961804638,-0.056256352277769,0.00411175662816987,-0.00361308760093326,-0.0046956905147324,-0.0393040523755159,-0.0421911739963288,-0.0178888757335471,-0.0202422065050056,0.00755526506723658,0.0026496507886522,-0.0289475926615337,-0.00703454486399213,-0.0262263130481912,-0.0443527998802518,0.00394108926947112,-0.012583285048807,0.00336737773764373,0.00622306694253005,0.000335051299937383,0.00967320077208633,0.00657893684498312,0.00169114966642425,0.00721070224206066,-0.0169946456462364,-0.00853623302483708,-0.00446760461063,-0.00733280692261129,-0.000153180076927661,0.00724141582791571,-0.00168516693921994,0.00175278565947323,-0.00892460391399164,-0.0102679359164357,-0.0173616055730186,0.00982979117326188,0.015487501431688,-0.009163913508206,-0.0562890157479856,-0.02917803797023,0.00299664759054341,0.011128927797551,-0.020720985085434,0.00731537346983036,0.00192793053327112,-0.0255189337690442,-0.0413518335368992,0.00335261667768805,0.00680144684364947,-0.0219435756534612,-0.0293289975473243,0.00646199101111433,0.00414824965895288,0.0118176930243203,-0.00643067365809102,0.00831511822514841,-0.00699906558254781,-0.000553815118713885,-0.0280475546637016,-0.0118612779092393,0.00821755174112759,-0.0723206507171721,-0.00819131608245272,-0.0514271735164491,0.0170133193484876,-0.0294520066143051,0.00565802396517912,0.00113933361400775,0.00170218852380888,0.00800282968420962,0.0144314819301892,-0.0166977383396851,-0.00158337885417836,0.00278527425378794,-0.0191975407163563,0.00527320266259768,0.0103525234395443,0.00768345095406353,-0.000565231590631488,0.0200466191843454,-0.0151556226381202,0.00802017596189808,0.00977599675108731,0.0110589159236492,-0.00652329958505948
0.00656782756012397,0.0221483873926984,0.0176605243151742,0.00127512946280373,0.0383153260384681,0.0177644284920473,0.00321507009311306,-0.00322201041294301,-0.0102615103025827,-0.0314986767634062,0.0125349222022462,0.00466898154265349,-0.007121069669767,0.00502609356549311,0.00582473380632242,0.0187651152421711,0.0125439455344969,0.00522206003016912,0.0108000120670937,0.0103682850109807,0.0272769216096149,-0.0394415904535144,0.00558617825703456,0.0207727546346952,0.00510909607091303,0,0.0548708456668159,0.00852748011844184,0.0138015131466593,0.0102155088280198,0.0142919687320529,-0.0114257875631179,-0.0061015270859599,-0.00572161575052554,0.00317692894437194,-0.00099638701204352,0.00544959059708905,0.0130468797517622,0,-0.00309548635266044,0.0091682502157342,0.0148151439084878,0.000466624781415348,-0.000306645205847111,0.00798530257326568,-0.0113869323218196,0.0169485344634568,0.020465795372492,0.00727740762373941,0.037805303930186,-0.0137062566004902,0.000639992649808185,0.0123641081481574,0.00779116845456329,0.00211252522026406,0.0162780343063531,0.00646134632801498,0.00794443105853615,0.00441114630062422,0.0162397942730692,0.0326434834660727,0.00276960507675694,0,0.0133452889199726,0.0197231640347848,0.0317764263129137,0.00677603482425226,0.00903388048902531,0.00562323063819115,-0.00621311008147662,0.00344460966107718,0.0140657254291616,-0.00472317344754325,0.035850763300405,-0.0171924304953528,0.015931959031783,-0.0330398649406543,-0.000470271249154663,-0.0213842148541001,0.00862298664646755,0.0174294730534363,0.0396695765505677,0.00113786641010982,0.00762419462510433,0.0178908508294526,0.00807943903458419,0.0169415635680794,-0.00737468885187109,0.00469574141505102,-0.0135272925188836,0.00497743448120946,0.0100503351839056,0.0044057863114908,0.0011301214543753,-0.00663741537887486,-0.00881547218098921,-0.0130658670971084,0.00566907680833317,-0.0078267085980146,0.0032669170724926
-0.035446779512454,-0.046293084840491,-0.0586227931233418,-0.0111038532400833,-0.0288310560170624,-0.022583364344706,-0.0236209031922359,-0.00554787940694634,-0.00378918513045789,-0.0126510259530124,-0.0155177869784793,-0.0225080247895937,-0.01906773440288,0.00844847810792526,-0.0235054319312824,-0.0256583122962728,-0.0482560499130154,-0.048747888747469,-0.0126975955066433,-0.02186460017729,-0.0506218256432973,0,-0.0225340286833688,-0.035987015561405,-0.0396741498694437,-0.0249704041119179,-0.0108252530774839,-0.0143308495832031,-0.048609040786213,0.00506923250525171,-0.022189833527964,-0.0274258018616962,-0.00565296906230017,-0.0140811364041094,-0.0207480142967018,-0.00166284215545653,-0.0243626957431236,-0.0292284231110074,-0.0271448632857241,-0.0184897918566787,-0.00753965727772332,-0.0304593495435213,-0.0418437828125438,-0.0347080816339425,-0.0339750253821638,-0.0445958955809234,-0.0290542463138967,-0.0280130348822101,-0.0346410468579252,-0.0135826649572808,-0.0190211853832496,-0.0367151460973729,-0.0289224088334805,-0.0217649487522085,-0.0115929162352457,-0.0183656664974556,-0.01503562708481,-0.0417428491933793,-0.015344132789374,-0.0084053252023093,-0.014129009284976,-0.0242624698254841,-0.0288642964374342,-0.0625896400647319,-0.00461532996607161,-0.0278503877699166,-0.018473993461686,-0.00744318631683782,-0.00226112047501914,-0.0489588658024802,-0.0359390466680409,-0.0201721159174824,0.00610776438255778,-0.028642376792726,-0.0133839907827231,-0.0333776998985673,0.0141119090313495,-0.0169930411817756,-0.0315487846807097,-0.0255705261405943,-0.0253729910130298,-0.0129859498690967,-0.0189443104635472,-0.0586490041103072,-0.0237691062573742,-0.0166496055326029,-0.010032174039929,0.00173981391040634,-0.0439677875504372,-0.0262399454791633,-0.0175985705722663,-0.0318753280492468,-0.0231258851853946,-0.0231920093535214,-0.0057802475966886,-0.0205750087626431,-0.0122136250395526,0.00813267212645119,0.00601557844169776,-0.0197640818549925
0.0201431009102797,0.0111591984260224,0.0639519823594372,0.00620773552516596,0.0238366868672264,0.0201529266961895,-0.00329172513201703,0.0131262800056229,0.0203267566698715,0.0240151908751933,0.00717829863105024,0.0110557032908729,-0.016524607776838,0.0111550857787099,0.018742139188094,0.0246362863364107,0.0190161552090977,0.0159816041646375,0.00876824701535828,0.0238587034317206,0.0576402284791522,0,0.0125815548029804,0.0515820900128556,0.0285884872385145,0.000650777656999502,0.0290934827990093,0.0170806676118493,0.0144429109777851,0.039382712117165,-0.0014350439378541,-0.00332724137004181,0.0198851688117587,-0.0046437069149734,0.021248593570284,0.0130612803337269,0.00697638815427482,0.00839435266800859,0.0060220457926099,0.0136869884195141,0.0281060123858996,0.0117559434492152,0.0486387232404963,0.00924285135419822,0.0165924049287058,0.0477584216262397,0.0175399792390492,0.00261876662998173,0.035743687083138,0.0341674802413312,0.00955589507718635,0.00419579249305624,0.0125691757451456,0.0451464381484623,0.0224106863464373,0.00868455385544209,0.00857428075679501,0.0129782903096793,0.0141538029749526,0.00349770301353569,-0.00240306061429951,0.0267178769771896,-0.0138775574425876,-0.0053542608205297,0.00699429716842914,0.0252585876716562,0.0170512044573079,0.00980710455623779,-0.00618562787853438,0.0070656185973621,0.00627714185640471,0.0207491060323939,0.0159255128883928,0.0213187014429304,0.0322793577885117,0.0149720439467051,0.0381175595200327,-0.0113031965827979,0.0560895499701748,0.00694401091610608,-0.0192356688865911,0.013172898053468,0.00779337226612808,0.0399089047146766,0.00857068330989641,0.014766525695685,0.0496504293644122,0.00937362668674702,0.00886132607016243,0.0138843156969952,0.00517618346489801,0.0152675028928919,0.00329416741131627,0.00908920688300929,0.00935967176678965,0.0070252192178355,-0.00307722622201023,0.0132451506674132,0.00930097138704511,0.0197640818549925
-0.0133836824561162,-0.0451468981796777,0.0496975278380671,-0.0101883784723702,-0.0053624750251986,-0.0137186731894663,-0.0570527301698944,-0.00458610233489809,-0.0076383081048399,-0.0356567583032648,-0.0124637381260868,-0.021343084294783,0,-0.0134520106132081,-0.0023901818380776,-0.020452859418679,-0.00216939587369147,-0.000290837062922655,-0.00497629216775497,-0.0260715472769952,-0.0528392399674944,0,-0.00208581964324361,-0.0122188002837298,-0.0240536658585677,-0.0423099152336937,-0.0227770745606559,-0.0149877805052059,-0.0101828992293544,-0.046995816549543,-0.00474174501530467,-0.0105478365438261,-0.000158831141790827,-0.00272787839988808,-0.0166569939485597,-0.00659187205515899,-0.00602232259858404,-0.0280204735600744,-0.0359970867894011,-0.00596520661034772,-0.0207066291410438,-0.0230381744674153,-0.0261434643133303,-0.0201754345386416,-0.0354185311254755,-0.0315841483651802,-0.0442553042626885,0.00217746272882735,-0.0115605548149849,-0.0160979880421035,-0.011916891019732,-0.0662733491308476,-0.0250423298148719,-0.00662487704905512,-0.0268615555456893,0,0.00897157022470729,-0.0181480070592026,-0.0593745208165295,-0.0169657154620326,-0.024705495315529,-0.0327183269328222,-0.0256535347103486,0.00890806210646922,0.00678809846807482,-0.0181127757913009,-0.0192261976788308,-0.00283733394103791,-0.00361949173031828,-0.0241176118807558,0.000117541383790609,-0.0272484361868202,-0.014265868251885,-0.0270484053514348,-0.0188953670057885,-0.0274633035239997,0.00611255855448212,-0.0177312094097237,-0.0469010179675351,-0.0183816691474545,-0.015934923929088,-0.0093916042404012,-0.031247922175853,-0.0217306464862288,-0.0178102730948027,-0.0170007304517412,-0.0212848828347658,-0.0114039395582779,-0.0187003549835327,-0.0293598559090413,-0.00654301213648711,-0.020137619725082,-0.0170353551674864,-0.0245806921612828,-0.0263783853973081,-0.051756367760301,-0.00205659336298059,-0.00963780009692083,-0.00401543468599463,-0.0146358050785018
0.00242220395370696,0.00257648017330325,-0.0418471466012598,-0.00248235954573417,-0.0133596824422808,-0.00271715641542736,-0.0322505985200037,-0.00137972875040671,0.0148829311550576,0.0208583840719661,-0.00212192638891784,0.00124716735247921,0.0113080373170156,0.00318872264064129,-0.0112300033084409,0.0105884806770962,-0.00150465629403662,-0.0247474395657266,0.00531862539881667,-0.0114835545484313,-0.0122373720191584,0,-0.00986273521274583,0,-0.0031289646042465,0.0281112946630913,0.013684647706298,-0.00127813383077591,-0.0150709289697826,-0.0243530830900576,0.0149110955331881,0.00261636937908172,0.0155995074907445,0.0149698657966564,0.000508655254747303,0.00872492733102792,-0.00430099214411772,0.00341681314278475,-0.0153314509775546,0.00738020601747547,0.00049104991177451,0.0134024101501784,-0.012813537533094,0.00568068911629815,0.00418338873660362,-0.00250990735599688,-0.00873694338731568,0.0053501122841908,0.00682565734250629,-0.0169304829320378,0.00740168834563448,-0.0125581866576865,-0.00436417369762943,0.00417646488518386,-0.0141297855495051,-0.00135186619185657,0,-0.0132176533002095,0.00479123507353307,-0.0213731091753147,-0.00671625907827611,-0.0427109816315405,-0.00404023386935881,0.000379882848721369,0.0015720986746981,0.0267261514829311,0.00217499322152293,0.0147292467602131,0.00612964986502895,-0.0375909073769574,0.0163919636815217,-0.00988868098332141,0.0186150693930003,0.0259291471004466,0.0114942821264026,-0.0105568306867774,0.0012179498896514,-0.00699972227186052,-0.0781809439755143,0.000531773799647084,0.00731613252661223,0.0249733805577184,-0.0122371322595716,-0.00131906615323896,-0.00632727375877096,0.0122781807917791,-0.0261547254011329,0.014699859984117,0.0322822440960575,-0.0209346764431131,-0.00906721255846588,-0.00509837190131712,-0.00441879981164739,0.0049178088120545,-0.0161146778636931,0.00640675704978522,0,0.0207662104630746,0.014872605336075,-0.0114996274064785
