"V1","V2","V3","V4","V5"
0.549815119100899,-0.0499573000166151,0.895307932612127,0.46132850991394,0.132447078313191
-1.008452710269,-0.304578154445821,-0.558216596089679,0.348579027378534,-2.93607172365381
0.68099460467613,0.415465452013137,-0.355629263773139,0.484467422956826,-0.257529823568404
1.28350173324277,0.623921638665919,2.21530828473651,-0.900647057519194,-0.898382039323479
-1.25204356993144,-0.864410473083012,-1.38800393063231,-0.573650571383901,-2.89419142864517
-1.24752387787524,-0.22949375957738,0.215975134127746,-0.835166720024397,-0.679356473598148
-0.878754550412296,-0.165510235193096,-1.34042349923928,-0.157177661891353,3.06884536077183
1.33755169261586,0.389851813591051,-0.900928541300615,-0.0634485060446153,1.37685103390814
-0.0508769132189997,-0.239994974482599,0.750280779644555,0.168465492342449,0.75094013058947
-1.66539553987369,-0.90866834117827,-2.5218463890356,-1.54984471589838,-1.44922545554343
-0.727252453173165,-0.612586040566043,-2.77964046259615,-0.236249931650001,0.0594490843955953
0.311227820879694,0.668748350661303,0.594129563525954,1.01569660961402,-1.16219039722921
0.386306401898835,0.223707228965324,-0.629589468474492,-0.503539032657081,-0.104749496325582
0.0377875545675295,0.0465128973414153,0.482782557690413,0.250606983118729,0.996640581779758
0.308953919873531,-0.399776071677238,-1.14318788642294,-1.01313144348492,-3.32754817717202
-0.970190666865122,0.0278331217418355,-0.0390562481180439,-0.377650454433052,-0.811906422968917
1.20313202741811,0.470761685852764,1.99899710236136,-0.0988711584641777,3.38365405036953
-0.711587329168069,-0.194814156469647,-0.292706077548971,-0.468962983877582,-1.19320325697615
-0.0948652094080416,0.207462661053,-1.53838468770388,0.0111790906625444,1.31581864149987
0.604527801861394,-0.442692980384251,0.620411731790782,-0.0340929067617566,1.98498694432442
0.735111195651569,0.578748075479155,-0.165961112191582,0.40427771727218,0.284403800192592
1.3787231680958,-0.121125917313307,-1.27688656767532,-0.625295167164886,2.24426411487588
-0.0115952364190974,0.539355181679866,-0.519796525988582,-0.119732192464916,1.59887438429638
0.139755343107652,0.377294283529736,1.68663736941579,1.40289749216387,0.701768577237715
-0.121303270005015,-0.248499917769678,0.74964538323087,0.502635611650831,3.27372936092274
-1.20883048337618,-0.457119217117707,-1.77424071352769,0.330993688714621,-1.14140596404724
-0.908951915521726,0.330578032300508,-1.41375558866451,0.762334253651524,0.0412041461040076
1.45438848508392,0.550938287054848,-0.510663543015909,0.351968806864804,2.14063604588827
-1.26606088194174,-0.266274034667362,-0.745694048524712,-0.882297139290792,-2.08410060503172
-0.530387967532846,0.287186931378713,1.11503143380281,0.358182262078749,-1.09425438513023
-0.449030149908523,-0.0642142558188254,-0.0918341842034494,0.644087791915616,0.628874920897772
0.329383466329119,0.284293958591363,0.205577545535718,0.339105613364715,-1.99418180337548
0.16861285670646,0.460078170785536,-0.354395134182823,0.744893476289285,-1.86554846320337
-1.06716809075004,-0.101336633564387,-0.818461448343101,-0.841159910654731,-1.22663228471188
0.322573568440845,0.321754305771861,0.665711398774263,-0.244666005669409,-1.60499407960873
-0.493449967575827,-0.307755497201313,-0.539842828179374,0.663750061813438,-0.997266823746401
0.537433200499123,0.131170575814139,-0.753686254090738,0.392057832018246,0.153113506902628
0.911301045367168,0.0382225830037441,-0.184032587060543,-0.340534496916192,0.557103365165204
-0.715666548562993,-0.468983503680718,-1.29179688520315,-0.178950118103764,1.23326074244568
0.632899087349131,-0.343908879219697,1.171058552491,0.395857565393193,1.0358047341405
0.324431341250715,-0.0013813567921801,-0.603128919234337,-0.200891029723017,0.531248451651805
-0.535943918315724,-0.0348079890210045,1.15984762622692,-0.224301499865817,2.45833961924538
-0.588633416124125,-0.611957323918588,-0.48946432291244,-1.04546992803306,-4.09436393960121
-0.0664794468493142,-0.12236945812775,-1.02664624790445,-0.678607665002794,-2.15667480683786
0.162940874428401,0.503985445733093,1.39308334563955,1.04793856244027,1.82080595534626
0.510955104234171,-0.11263303800645,1.29386052931089,0.540342275889955,0.39938106135989
0.319388444879209,0.478897822632618,0.62393644442389,-0.000763286829752019,0.741079940182004
-1.33057962836122,-0.169627572414655,-1.60599060374294,-0.544846237643327,-0.953658877515238
-0.932866167799844,0.157555986531648,0.140888347845774,0.981917752870373,0.170151884370767
-0.434214851571866,0.109249518722308,-0.38455103006558,0.228898166645116,-0.39632103897074
-0.0517701808927171,0.698278010708137,0.31461828945757,-0.590780338179023,0.0275183953759495
0.391128407974747,0.150097253311429,-0.636567737452111,-0.0706066947178883,0.165015485788786
0.698313386219922,-0.296023479421251,-0.315255811843926,0.856053983205364,-2.94008692694024
-0.319329586378174,0.0529844612273251,-0.880070928658341,-0.293565705389369,0.743192597353442
-0.451844218695925,-0.0164471767181311,-1.27261658689105,-0.32865544457858,-2.7191464197287
0.796837078586691,0.370841524134008,1.39255172227608,0.123842199908459,2.70630251226541
0.458162424823186,0.109841786364527,-0.344067773402116,-1.15891373466488,-1.07083029348979
-0.355841539292271,-0.039753419136872,-0.830230449523398,0.64070731330348,-0.0840578424973444
-0.170568125560195,-0.194011401900724,-0.66501855231455,0.149684976612384,-0.274560304141659
0.0783769539040122,-0.489489142874007,-1.75519383028819,-0.114924931301822,-0.362408763300323
-0.579394214181761,0.559458937554268,0.871750688364997,1.14882194227135,0.768572918728864
0.636250738138628,-0.0994026221992357,-1.25501437892554,0.070392759734851,0.855895015972322
0.0912002000501388,0.104753971974233,-0.607691755435411,0.369250747669938,2.16363599349015
